title,company,url,location,career,education,salary_etc,job_category,due_date
FY2025 하반기 교보생명 경력사원 채용공고,교보생명보험(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52189920&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=934c6a93-0d8b-4838-84f2-c0bfaf7a7dd7,서울종로구,경력,N/A,대졸↑,"위험분석, 투자분석, 데이터분석, 애널리스트, 백엔드/서버개발",~ 11/13(목)
26년 상반기 임용 공개채용,국방과학연구소,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52249800&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=934c6a93-0d8b-4838-84f2-c0bfaf7a7dd7,대전전체,신입·경력,N/A,학력무관,"데이터엔지니어, 환경측정분석사, 품질분석, 경영분석, 시료분석",~ 11/24(월)
2026년 상반기 아름다운가게 상근활동가 채용 (~11/23),(재)아름다운가게,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52252210&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=934c6a93-0d8b-4838-84f2-c0bfaf7a7dd7,서울중구,경력무관,N/A,학력무관,"데이터엔지니어, 기술지원, 백엔드/서버개발, 온라인MD, 채널관리",~ 11/23(일)
각 부문 신입/경력 채용,파크시스템스(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52191562&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=934c6a93-0d8b-4838-84f2-c0bfaf7a7dd7,경기수원시 영통구,신입·경력,N/A,학력무관,"데이터엔지니어, 데이터분석, 품질분석, VOC분석, 백엔드/서버개발",~ 11/16(일)
재영솔루텍㈜ 부문별 인재 채용,재영솔루텍(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52164763&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=934c6a93-0d8b-4838-84f2-c0bfaf7a7dd7,서울서초구,신입·경력,N/A,대졸↑,"품질분석, 경영분석, 불량분석, 유지보수, 재무회계",~ 11/27(목)
STX엔진㈜ 2025 하반기 신입/경력 채용,STX엔진(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52264123&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,경남창원시,신입·경력,N/A,초대졸↑,"OracleDB, 품질분석, 기술지원, 백엔드/서버개발, Java",~ 11/24(월)
신입 및 경력직원 채용공고,(주)유엔에이엔지니어링,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52068864&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,경기군포시,신입·경력,N/A,학력무관,"DBA, OracleDB, 자료입력, 환경분석, 기술지원",~ 11/16(일)
각 사업부별 우수인재 모집,(주)덕산테코피아,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52188539&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,충남천안시 동남구,신입·경력,N/A,고졸↑,"환경측정분석사, 품질분석, 환경분석, 기술지원, SE(시스템엔지니어)",~ 11/30(일)
2025년 4분기 분야별 공개채용,극동건설(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52199854&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,전국,신입·경력,N/A,초대졸↑,"데이터엔지니어, OracleDB, 품질분석, 실적관리, RDBMS",~ 11/30(일)
㈜위즈코리아 '25년 하반기 신입/경력 사원 모집,(주)위즈코리아,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51953338&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,서울강서구,신입·경력,N/A,학력무관,"RDBMS, 빅데이터, 콜통계/분석, 백엔드/서버개발, SE(시스템엔지니어)",~ 12/31(수)
HLB제약(주) 신입/경력 수시채용,에이치엘비제약(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52215440&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,서울송파구,경력1년↑,N/A,고졸↑,"품질분석, 연구원, 마케팅기획, 마케팅, 마케팅전략",~ 11/30(일)
2025년 세방그룹 11월 채용연계형 인턴/경력 채용,세방그룹,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52236548&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,서울강남구,신입·경력,N/A,대졸↑,"데이터분석, OracleDB, 품질분석, 실적관리, RDBMS",~ 11/16(일)
"대상㈜ 25년 11,12월 연구직무 신입/경력 모집",대상(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52267969&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,서울강서구,신입·경력,N/A,대졸↑,"품질분석, 연구원, 영업직, 기업회계, QC",~ 11/23(일)
"대상㈜ 25년 11,12월 신입/경력 모집",대상(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52267956&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,서울종로구,신입·경력,N/A,대졸↑,"품질분석, 연구원, 영업직, 기업회계, QC",~ 11/23(일)
[사세확장] 각 부서별 정규직 채용,(주)인투알,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52177195&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,경기김포시,경력무관,N/A,학력무관,"품질분석, VOC분석, 연구원, 웹개발, 재무회계",~ 11/28(금)
2025년 하반기 각 부문별 신입/경력 채용공고,(주)시몬스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52191842&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,서울전체,신입·경력,N/A,학력무관,"매출관리, 통화품질분석, 품질분석, VOC분석, 상품분석",~ 11/30(일)
[신세계 계열사] 2025년 W컨셉 신입사원 공개채용,(주)더블유컨셉코리아,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52181889&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,서울영등포구,신입,N/A,대졸↑,"데이터분석, 상품분석, 온라인MD, 상품관리, 이커머스",~ 11/16(일)
대명에너지 정규직 채용,대명에너지(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52187601&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,서울강남구,신입·경력,N/A,초대졸↑,"데이터분석, 품질분석, 전략기획, 사업기획, 기획",~ 11/18(화)
2025년 4분기 신입/경력사원 수시채용,엘에스엠앤엠(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52215314&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,서울전체,신입·경력,N/A,대졸↑,"품질분석, 리스크 관리, 시장조사, 재무, 재무제표",~ 11/16(일)
2026년 상반기 신입/경력 채용,(주)화승코퍼레이션,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52166247&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,부산연제구,신입·경력,N/A,대졸↑,"품질분석, 실적관리, 트렌드분석, 시장조사, 사업관리",N/A
영풍전자(주) 관리직 채용,영풍전자(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52216830&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,경기안산시 단원구,경력무관,N/A,학력무관,"대기측정분석사, 수질분석, 품질분석, 대기측정분석, 수질환경기사",~ 11/17(월)
"㈜포스포 2025년 11월 수시채용 공고(생산관리, 제조)",(주)포스포,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52264987&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,광주북구,신입·경력,N/A,학력무관,"품질분석, 품질관리, 품질보증, 공정관리, 생산관리",~ 11/17(월)
각 부문별 경력사원 모집,데상트코리아(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52251420&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,서울송파구,경력,N/A,대졸↑,"매출관리, 통계/분석, 데이터분석, OracleDB, 회원분석",~ 11/30(일)
기금운용본부 자산운용전문가 채용 공고,국민연금공단,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52178652&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,전북전주시,경력,N/A,학력무관,"데이터엔지니어, 통계/분석, 위험분석, 데이터분석가, 재무분석",~ 11/17(월)
도미노피자 각 부문(자회사 포함) 공개 채용,청오디피케이(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52190514&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,서울강남구,신입·경력,N/A,학력무관,"데이터엔지니어, 매출관리, 통계/분석, 데이터분석가, 데이터분석",~ 12/05(금)
2025년 하반기 신입/경력 대규모채용,(주)아이센스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51926678&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,서울서초구,신입·경력,N/A,대졸↑,"데이터엔지니어, 환경측정분석사, 통계/분석, 데이터분석가, 통화품질분석",~ 11/14(금)
[사업확장] 각 부문 신규 채용,(주)마더케이,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52251547&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,경기성남시 분당구,신입·경력,N/A,초대졸↑,"매출관리, 통계/분석, 품질분석, 상품분석, 트렌드분석",~ 12/31(수)
던롭스포츠코리아(주) 각 부문 채용,던롭스포츠코리아(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52205218&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,서울서초구,신입·경력,N/A,초대졸↑,"매출관리, 통계/분석, 데이터분석, 상품분석, 온라인MD",~ 12/02(화)
[토스플레이스 자회사/iShopCARE] 25년 대규모 채용 (영업/물류/마케팅/디자인/PM/개발/관리/인사/CS),(주)아이샵케어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52168972&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,서울강남구,신입·경력,N/A,학력무관,"매출관리, 통계/분석, 데이터분석, 자료입력, 실적관리",~ 11/30(일)
2025년 전직군 신입/경력 채용,(주)더블티,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52155258&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,경기수원시 권선구,경력무관,N/A,초대졸↑,"데이터엔지니어, 통계/분석, 데이터분석가, 데이터분석, 데이터시각화",~ 12/31(수)
[패션/뷰티 브랜드] 각 부문별 계약직/인턴 모집,(주)모먼츠컴퍼니,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52220746&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,서울강남구,신입·경력,N/A,학력무관,"통계/분석, 데이터분석, 경영분석, 트렌드분석, 마케팅기획",~ 11/30(일)
AI/마케팅/영상/컨텐츠/영업/인플루언서 담당자 모집,(주)와우바이오텍,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52241665&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,서울영등포구,신입·경력,N/A,학력무관,"통계/분석, 상품분석, 트렌드분석, 온라인MD, 상품관리",~ 11/28(금)
"SNS, 블로그 콘텐츠 기획 및 운영 신입/경력 채용",(주)자이블,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52262922&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,서울구로구,신입·경력,N/A,초대졸↑,"통계/분석, 데이터분석, 트렌드분석, 온라인MD, 마케팅기획",~ 11/21(금)
2025년 각 부문별 채용,한울생약(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52268926&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,경기파주시,신입·경력,N/A,고졸↑,"통계/분석, 품질분석, 특허분석, 트렌드분석, 연구원",~ 11/23(일)
"㈜해피엘앤비 이천본사, 서울지사 각 분야 신입/경력 채용",(주)해피엘앤비,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52155392&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,경기이천시,신입·경력,N/A,학력무관,"환경측정분석사, 통계/분석, 대기측정분석사, 수질분석, 품질분석",~ 11/27(목)
(주)진매트릭스 신입/경력사원 모집,(주)진매트릭스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52206643&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,경기성남시 분당구,신입·경력,N/A,고졸↑,"통계/분석, 품질분석, 자료입력, 연구원, 마케팅기획",~ 11/30(일)
2025년 하반기 수시 채용 (정규/계약직),이제너두(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52107174&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,서울강남구,신입·경력,N/A,초대졸↑,"통계/분석, DBA, 자료입력, RDBMS, 백엔드/서버개발",~ 11/23(일)
(차병원그룹 계열사)CMG제약 25년 하반기 경력/신입 공채,(주)CMG제약,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52158094&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,경기성남시,신입·경력,N/A,대졸↑,"데이터엔지니어, 매출관리, 통계/분석, 데이터분석가, 데이터분석",~ 11/17(월)
2025년 하반기 부문별 신입 및 경력직 채용,(주)덱스레보,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51942944&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,서울강남구,신입·경력,N/A,대졸↑,"통계/분석, AI(인공지능), 마케팅기획, 마케팅, 마케팅전략",~ 11/30(일)
네이처리퍼블릭 신입/경력사원 채용,(주)네이처리퍼블릭,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52130007&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,서울강남구,신입·경력,N/A,학력무관,"통계/분석, 실적관리, 트렌드분석, 브랜드관리, 이커머스",~ 11/22(토)
2025년 해커스 교육그룹 [신입/경력] 각 부문별 채용공고,해커스교육그룹,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51951354&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,서울서초구,신입·경력,N/A,학력무관,"통계/분석, DBA, OracleDB, 자료입력, 데이터마이닝",N/A
"[외국계/핀테크] 하반기 각 부문별 채용 (영어CS, 중국영업, 태국영업, 네팔영업, 국가별 주말 영업, 안드로이드 개발자, 회계)",에스비아이코스머니(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52146078&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,서울강남구,신입·경력,N/A,학력무관,"통계/분석, 위험분석, 데이터분석, 자료입력, 실적관리",~ 11/30(일)
(주)토탈셀러 2025 신입/경력 채용,주식회사토탈셀러,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52158539&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,인천서구,신입·경력,N/A,학력무관,"통계/분석, 투자분석, 자료입력, 상품분석, 온라인MD",~ 12/31(수)
2025년 하반기 부문별 신입 및 경력 모집 공고,대동기어(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52204247&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,경남사천시,신입·경력,N/A,대졸↑,"품질분석, 시장조사, 전략기획, 사업기획, 사업관리",~ 11/13(목)
2025 하반기 사무직군 수시채용,(주)코미코,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52230162&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1319cdc6-5e23-465c-a8e8-c449bd26f3d4,경기안성시,신입·경력,N/A,대졸↑,"데이터엔지니어, 데이터분석가, 영업직, 영업관리, 영업지원",~ 11/16(일)
각 부문 신입 및 경력 인재 모집,(주)고영테크놀러지,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52236900&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,경기용인시 수지구,신입·경력,N/A,대졸↑,"데이터엔지니어, 품질분석, 트렌드분석, 기술지원, SE(시스템엔지니어)",~ 11/13(목)
2025년 4분기 부문별 신입/경력사원 채용,(주)경신전선,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52250363&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,충남천안시 서북구,신입·경력,N/A,대졸↑,"데이터분석, 품질분석, 실적관리, Python, 리스크 관리",~ 11/23(일)
"[자동차부품, 제조업] 각 부문별 신입/경력 채용",(주)삼성정밀 진영공장,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52084765&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,경남김해시,신입·경력,N/A,초대졸↑,"품질분석, 자료입력, 환경분석, 연구원, 유지보수",~ 11/20(목)
한국전자기술연구원 전문계약직 연구원 채용 공고,한국전자기술연구원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52253551&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,경기성남시 분당구,신입·경력,N/A,고졸↑,"데이터엔지니어, 데이터분석가, 데이터분석, 데이터시각화, 자료입력",~ 11/16(일)
"경영지원/K뷰티상품기획/구매개발/해외온라인(아마존,그외)/영상PD 및 작가/온라인MD 및 마케팅",에빈코리아(유),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52199835&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,서울강남구,신입·경력,N/A,학력무관,"매출관리, 데이터분석, 상품분석, 온라인MD, 상품관리",~ 11/15(토)
[인턴/경력] 에이피알(메디큐브/에이프릴스킨 등) 부문별 모집,(주)에이피알,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52230791&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,서울송파구,신입·경력,N/A,대졸↑,"데이터엔지니어, 데이터분석가, 경영분석, 데이터 사이언티스트, 상품분석",~ 12/31(수)
휴온스엔 신입 및 경력 채용,(주)휴온스엔,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52200327&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,경기성남시 분당구,신입·경력,N/A,고졸↑,"품질분석, VOC분석, 연구원, 광고마케팅, 재무제표",~ 11/23(일)
그룹포틴코리아 2025년 각 부문별 채용,그룹포틴테크놀로지스코리아(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52155647&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,경북상주시,경력3년↑,N/A,고졸↑,"품질분석, 경영분석, 마케팅기획, 마케팅, 마케팅전략",~ 11/18(화)
‘소부장 으뜸기업' 각 부문 채용,(주)나노텍,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52252539&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,경기용인시,신입·경력,N/A,학력무관,"데이터분석, 품질분석, 불량분석, SE(시스템엔지니어), AI(인공지능)",~ 01/16(금)
[Laservall_수원/구미(경북)] 2025년 4분기 분야별 공개 채용,(주)레이저발테크놀러지,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51900693&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,경기수원시 권선구,신입·경력,N/A,초대졸↑,"데이터엔지니어, 대기측정분석사, 데이터분석가, 데이터시각화, 수질분석",~ 12/31(수)
