title,company,url,location,career,education,salary_etc,job_category,due_date
[더 금영] PCM사업부 사업관리팀 현장업무지원 담당자 모집,(주)더금영,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52099041&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,전국,신입·경력,N/A,초대졸↑,"품질분석, 자료입력, 환경관리자, 재무, 영업직",~ 12/21(일)
[식품가공업] 운영지원/생산지원/검품검수 경력직 모집,(주)삼구에프에스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52190159&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,경기이천시,경력,N/A,학력무관,"품질분석, 자료입력, 품질관리, 품질보증, 품질검사원",~ 11/20(목)
2025년 화장품 각 부문 채용,한솔생명과학(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52094895&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,경기성남시 중원구,신입·경력,N/A,학력무관,"품질분석, 시료분석, 상품분석, 연구원, 상품관리",~ 11/19(수)
하반기 신입/경력 공개채용,(주)피유시스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52142254&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,경기파주시,신입·경력,N/A,초대졸↑,"품질분석, 자료입력, 연구원, 재무, 회계",~ 11/27(목)
세원그룹 2025 하반기 신입/경력 채용,(주)세원정공,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52226312&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,대구달서구,신입·경력,N/A,대졸↑,"데이터분석, 품질분석, 경영분석, 불량분석, 실적관리",~ 11/19(수)
"㈜노루페인트 (경영기획, 영업기획, SPEC영업, 연구개발) 채용",(주)노루페인트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52248282&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,경기안양시,신입·경력,N/A,대졸↑,"데이터분석, 경영분석, 실적관리, 연구원, 시장조사",~ 11/16(일)
각 부문별 신입/경력 채용,동주에이피(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52056806&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,인천서구,신입·경력,N/A,초대졸↑,"품질분석, 자료입력, 전략기획, 기획, 품질관리",~ 11/14(금)
[제조기술직](주)엘앤에프 품질부문 채용,(주)엘앤에프,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52201454&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,대구달성군,경력무관,N/A,고졸↑,"품질분석, 품질관리, 품질보증, 품질검사원, 공정관리",N/A
미국 법인장 및 주재원(or 지원인력) 채용,덕일산업(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52237376&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,경기평택시,경력,N/A,대졸↑,"데이터분석, 품질분석, 트렌드분석, 연구원, 시장조사",~ 11/30(일)
2025년 하반기 공개채용 - 신입/경력,(주)한국카본,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52262402&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,경남밀양시,경력무관,N/A,고졸↑,"경영분석, 연구원, 경영기획, 경영관리, 사내변호사",~ 11/23(일)
정규직 신입/경력사원 채용,단일가스켐(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52187699&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,충북청주시 청원구,신입·경력,N/A,학력무관,"연구원, 재무회계, 영업직, 회계, 기업회계",~ 11/30(일)
[소비자금융 사무직] 각 부문 신입/경력사원 모집,(주)엔씨파이낸스대부,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52185216&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,서울구로구,신입·경력,N/A,고졸↑,"데이터분석, 자료입력, 금융사무, 기업금융, 재무회계",~ 11/30(일)
하반기 각 부문별 채용,한국유미코아배터리머티리얼즈유한책임회사,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51864865&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,충남천안시 서북구,신입·경력,N/A,고졸↑,"품질분석, 시료분석, FT-IR분석, 연구원, R&D",~ 11/23(일)
강원테크노파크 신규직원 채용공고,(재)강원테크노파크,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52232708&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,강원전체,경력무관,N/A,학력무관,"대기측정분석사, 데이터분석, 수질분석, 경영분석, 대기측정분석",~ 11/16(일)
2025년 하반기 부문별 경력직 채용 (서울 사무소),(주)예그리나,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52207545&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d4227c91-3e59-4161-9fc1-ad436132c269,서울금천구,신입·경력,N/A,학력무관,"매출관리, 데이터분석, 경영분석, 실적관리, 트렌드분석",~ 11/28(금)
2025 하반기 각 부문별 채용,(주)티엠디랩,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52239989&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d4227c91-3e59-4161-9fc1-ad436132c269,서울성동구,신입·경력,N/A,대졸↑,"데이터분석, 트렌드분석, 연구원, 시장조사, 재무회계",~ 11/16(일)
2025년 하반기 청소년그루터기재단 정규직 채용,(재)청소년그루터기재단,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52266989&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d4227c91-3e59-4161-9fc1-ad436132c269,서울성북구,신입·경력,N/A,대졸↑,"데이터분석, 실적관리, 시장조사, 재무회계, 재무",~ 11/26(수)
[국내TOP7로펌/법무법인YK]전국 분사무소 채용(송무/상담/인포),법무법인와이케이,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52019750&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d4227c91-3e59-4161-9fc1-ad436132c269,서울강남구,신입·경력,N/A,학력무관,"자료입력, VOC분석, 인바운드, CS, 상담원",~ 12/11(목)
[경북 구미시](주)디에스티 직원모집(사무직/조달팀),(주)디에스티,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52273789&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d4227c91-3e59-4161-9fc1-ad436132c269,경북구미시,경력무관,N/A,대졸↑,"품질분석, 자료입력, 회계, 기업회계, 관리회계",~ 11/24(월)
엔케이(주) 경영지원팀 일반사무직 직원 채용,엔케이주식회사,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52184975&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d4227c91-3e59-4161-9fc1-ad436132c269,세종특별자치시,경력무관,N/A,초대졸↑,"자료입력, 회계, 사무보조, 문서작성, 서류관리",~ 11/30(일)
(주)펩트론 2025년 각 부문별 신입/경력사원 채용,(주)펩트론,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52276553&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d4227c91-3e59-4161-9fc1-ad436132c269,대전유성구,경력무관,N/A,초대졸↑,"연구원, 재무회계, 재무, 재무기획, 회계",~ 11/23(일)
콘텐츠 마케터 신입 및 경력사원 채용,주식회사 휴비즈,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51854033&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d4227c91-3e59-4161-9fc1-ad436132c269,서울성동구,신입·경력,N/A,학력무관,"통계/분석, 데이터분석, 실적관리, 트렌드분석, 마케팅기획",~ 11/18(화)
온라인MD/마케터 경력직 채용,코코도르(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52068112&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d4227c91-3e59-4161-9fc1-ad436132c269,경기용인시 처인구,경력1년↑,N/A,대졸↑,"매출관리, 통계/분석, 데이터분석, 회원분석, 상품분석",~ 11/15(토)
"[IT정보보안] 부문별 채용(마케팅,네트워크,보안 엔지니어)",엔큐리티(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52171002&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d4227c91-3e59-4161-9fc1-ad436132c269,경기성남시 분당구,신입·경력,N/A,학력무관,"통계/분석, 데이터분석가, 자료입력, 기술지원, 백엔드/서버개발",~ 11/30(일)
[LSP] 2025 하반기 신입/경력 채용,(주)라이프스타일프로젝트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50948511&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d4227c91-3e59-4161-9fc1-ad436132c269,서울강남구,신입·경력,N/A,학력무관,"통계/분석, 데이터분석, 경영분석, 트렌드분석, 백엔드/서버개발",~ 12/31(수)
(주)비비월드 2025년 하반기 각 부분 별 모집,(주)비비월드,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52007171&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d4227c91-3e59-4161-9fc1-ad436132c269,서울강남구,경력,N/A,대졸↑,"통계/분석, 품질분석, 상품분석, 온라인MD, 상품관리",N/A
[인천 송도] 일반 사무직 채용(토~수 주5일 근무),(주)쇼엠,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52241091&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d4227c91-3e59-4161-9fc1-ad436132c269,인천연수구,경력무관,N/A,학력무관,"통계/분석, 데이터분석, 트렌드분석, 마케팅기획, 마케팅",~ 12/09(화)
코스메틱 스킨케어 브랜드 B2C / PM·BM 신입·경력 채용,(주)네오미래,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52068212&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d4227c91-3e59-4161-9fc1-ad436132c269,서울성동구,경력무관,N/A,학력무관,"통계/분석, 데이터분석, 실적관리, 트렌드분석, 마케팅기획",~ 11/30(일)
마케터/MD/컨텐츠 디자이너/경영지원 채용,드림스코리아(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52170311&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d4227c91-3e59-4161-9fc1-ad436132c269,서울서초구,경력,N/A,초대졸↑,"매출관리, 통계/분석, 상품분석, 온라인MD, 상품관리",~ 11/16(일)
㈜어센드 이커머스 온라인 MD 브랜드MD 모집 (사전인터뷰O),(주)어센드,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52241096&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d4227c91-3e59-4161-9fc1-ad436132c269,서울강남구,경력무관,N/A,학력무관,"매출관리, 통계/분석, 데이터분석, 회원분석, 상품분석",~ 12/05(금)
건기식 마케팅/영상/AI/BM/영업/MD 등 (국내/해외),(주)뉴칸,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52241970&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d4227c91-3e59-4161-9fc1-ad436132c269,서울영등포구,신입·경력,N/A,학력무관,"통계/분석, 상품분석, 트렌드분석, 온라인MD, 상품관리",~ 11/28(금)
2025년도 하반기 업무지원직 채용 공고,국민건강보험공단,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52178318&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d4227c91-3e59-4161-9fc1-ad436132c269,전국,신입·경력,N/A,학력무관,"통계/분석, 자료조사, 사무보조, 사무직, 사무행정",N/A
(주)리파인 신입/경력 채용공고,(주)리파인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52247485&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d4227c91-3e59-4161-9fc1-ad436132c269,서울송파구,신입·경력,N/A,초대졸↑,"통계/분석, 데이터분석, 자료입력, 시장조사, 사업기획",~ 11/28(금)
[서울중구/리서치 유명기업]데이터관리 담당모집,(주)코리아인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52262443&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d4227c91-3e59-4161-9fc1-ad436132c269,서울서대문구,경력무관,N/A,초대졸↑,"데이터엔지니어, 통계/분석, 데이터분석가, 데이터분석, 데이터시각화",~ 11/19(수)
